25

4
0 4
6 0
12 4
6 8

6
5 0
10 0
10 10
0 10
0 5
5 5

8
0 0
6 0
4 2
4 4
6 6
0 6
2 4
2 2

8
0 0
8 0
6 2
6 6
8 8
0 8
2 6
2 2
 
8
0 0
10 0
8 2
8 8
10 10
0 10
2 8
2 2

8
0 0
6 0
6 6
4 6
4 2
2 2
2 6
0 6

8
0 0
8 0
8 8
6 8
6 2
2 2
2 8
0 8

8
0 0
10 0
10 10
8 10
8 2
2 2
2 10
0 10

3
0 0
12 0
6 12

3
0 0
8 0
4 8

3 
0 10
10 0
10 10

4
6 0
12 8
6 16
0 8

3
6 0
12 12
0 12

3
0 0
8 0
4 8

3
5 0
10 10
0 10

4
4 0
8 5
4 10
0 5

7
2 0
4 0
6 2
6 4
3 6
0 4
0 2

7
2 0
6 0
8 2
8 6
4 8
0 6
0 2
 	
6
0 0
6 0
6 3
3 3
3 6
0 6
	
6
4 0
8 0
8 8
0 8
0 4
4 4

6
0 0
6 0
6 3
3 3
3 6
0 6

6
4 0
8 0
8 8
0 8
0 4
4 4

4
0 0
12 0
12 12
0 12

4
0 0
8 0
8 8
0 8

4
0 0
10 0
10 10
0 10



