43

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

4
0 0
6 -6
12 0
6 6

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

11
0 0
6 0
6 -2
7 -2
11 2
11 4
8 4
8 1
2 1
2 4
0 4

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

12
0 0
2 0
2 -2
4 -2
4 0
6 0
6 2
4 2
4 4
2 4
2 2
0 2

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5

8
0 0
2 0
2 3
12 3
12 0
14 0
14 5
0 5
